gene_id,gene,log2.fold_change.,p_value,q_value,Sig
ENSMUSG00000098234.7,Snhg6,1.77636,1e-04,0.00091011,Up
ENSMUSG00000090122.3,Kcne1l,1.77486,5e-04,0.0035596,Up
ENSMUSG00000087524.1,Gm14285,-1.7743,0.00055,0.00386244,Down
ENSMUSG00000013707.3,Tnfaip8l2,1.77058,0.02375,0.0809677,Up
ENSMUSG00000040723.14,Rcsd1,1.76465,4e-04,0.00295434,Up
ENSMUSG00000025366.7,Esyt1,1.75619,5e-05,0.000496523,Up
ENSMUSG00000022817.14,Itgb5,1.75302,5e-05,0.000496523,Up
ENSMUSG00000066116.3,Gm10154,1.75187,0.01245,0.0488369,Up
ENSMUSG00000098051.1,Gm27032,-1.74983,0.00025,0.00198959,Down
ENSMUSG00000055214.15,Pld5,-1.74959,0.00085,0.00554016,Down
ENSMUSG00000021127.6,Zfp36l1,1.74882,5e-05,0.000496523,Up
ENSMUSG00000031925.16,Maml2,1.74831,5e-05,0.000496523,Up
ENSMUSG00000022844.7,Pdia5,1.7478,2e-04,0.0016564,Up
ENSMUSG00000023022.13,Lima1,1.74737,5e-05,0.000496523,Up
ENSMUSG00000022177.8,Haus4,1.74628,0.0071,0.0311342,Up
ENSMUSG00000037686.5,Aspg,1.74602,1e-04,0.00091011,Up
ENSMUSG00000061119.6,Prcp,1.74568,5e-05,0.000496523,Up
ENSMUSG00000031214.13,Ophn1,1.74567,0.00095,0.00604603,Up
ENSMUSG00000052593.15,Adam17,1.74524,5e-05,0.000496523,Up
ENSMUSG00000032000.17,Birc3,1.74349,0.00475,0.0226262,Up
ENSMUSG00000023367.14,Tmem176a,1.74276,7e-04,0.00471333,Up
ENSMUSG00000055491.13,Pprc1,1.74176,0.0171,0.0626832,Up
ENSMUSG00000070564.13,Ntn5,-1.74095,5e-05,0.000496523,Down
ENSMUSG00000040229.11,Gpr34,1.73965,6e-04,0.00415717,Up
ENSMUSG00000074476.5,Spc24,1.73925,5e-05,0.000496523,Up
ENSMUSG00000085521.3,4930526A20Rik,1.73896,7e-04,0.00471333,Up
ENSMUSG00000024079.4,Eif2ak2,1.73702,0.0037,0.0184673,Up
ENSMUSG00000041117.8,Ccdc8,1.73586,5e-05,0.000496523,Up
ENSMUSG00000027381.16,Bcl2l11,1.73525,5e-05,0.000496523,Up
ENSMUSG00000035413.8,Tmem98,1.73349,0.00185,0.0104609,Up
ENSMUSG00000103041.1,Gm37305,1.73268,0.0167,0.0615803,Up
ENSMUSG00000053931.11,Cnn3,1.73181,0.0024,0.0129126,Up
ENSMUSG00000045179.9,Sox3,1.73131,5e-05,0.000496523,Up
ENSMUSG00000043131.14,Mob1a,1.73041,5e-05,0.000496523,Up
ENSMUSG00000072949.5,Acot1,1.7293,5e-05,0.000496523,Up
ENSMUSG00000032374.14,Plod2,1.729,4e-04,0.00295434,Up
ENSMUSG00000026785.14,Pkn3,1.72673,0.00215,0.0118183,Up
ENSMUSG00000026748.13,Plxdc2,1.72439,5e-05,0.000496523,Up
ENSMUSG00000030346.16,Rad51ap1,1.7224,8e-04,0.0052612,Up
ENSMUSG00000030263.13,Lrmp,1.71784,0.00015,0.00129406,Up
ENSMUSG00000021214.13,Akr1c18,-1.7173,0.00365,0.0182839,Down
ENSMUSG00000046352.7,Gjb2,1.71694,5e-05,0.000496523,Up
ENSMUSG00000015766.14,Eps8,1.71666,0.0015,0.00880231,Up
ENSMUSG00000032041.15,Tirap,1.71633,0.0151,0.0569655,Up
ENSMUSG00000053175.16,Bcl3,1.70814,0.00345,0.0174865,Up
ENSMUSG00000024818.14,Slc25a45,1.70635,0.00015,0.00129406,Up
ENSMUSG00000025510.13,Cd151,1.70504,5e-05,0.000496523,Up
ENSMUSG00000042312.9,S100a13,1.70459,5e-05,0.000496523,Up
ENSMUSG00000003541.6,Ier3,1.70439,5e-05,0.000496523,Up
ENSMUSG00000007653.12,Gabrb2,-1.7036,7e-04,0.00471333,Down
ENSMUSG00000049929.7,Lpar4,1.70204,5e-05,0.000496523,Up
ENSMUSG00000057789.13,Bak1,1.70136,0.01,0.0407712,Up
ENSMUSG00000040482.15,Dxo,-1.70003,0.01555,0.058116,Down
ENSMUSG00000029730.16,Mcm7,1.69694,0.01405,0.0538381,Up
ENSMUSG00000041144.10,Dnah7b,1.69603,0.0422,0.125209,Up
ENSMUSG00000034165.16,Ccnd3,1.69566,5e-05,0.000496523,Up
ENSMUSG00000081565.1,Rps12-ps5,1.69183,0.01035,0.0419778,Up
ENSMUSG00000021411.15,Pxdc1,1.69035,5e-05,0.000496523,Up
ENSMUSG00000007872.3,Id3,1.68868,5e-05,0.000496523,Up
ENSMUSG00000054400.15,Cklf,1.68473,0.0012,0.00737635,Up
ENSMUSG00000023186.14,Vwa5a,1.68382,5e-05,0.000496523,Up
ENSMUSG00000029231.15,Pdgfra,1.68266,5e-05,0.000496523,Up
ENSMUSG00000028641.16,P3h1,1.68108,0.00015,0.00129406,Up
ENSMUSG00000032387.14,Rbpms2,1.67987,5e-05,0.000496523,Up
ENSMUSG00000024900.4,Cpt1a,1.67935,5e-05,0.000496523,Up
ENSMUSG00000042116.3,Vwa1,1.67843,5e-05,0.000496523,Up
ENSMUSG00000022969.13,Il10rb,1.6758,5e-05,0.000496523,Up
ENSMUSG00000031538.5,Plat,1.67497,5e-05,0.000496523,Up
ENSMUSG00000051048.16,P4ha3,1.67381,5e-05,0.000496523,Up
ENSMUSG00000026478.14,Lamc1,1.67282,5e-05,0.000496523,Up
ENSMUSG00000078153.3,Psme2b,1.67194,5e-05,0.000496523,Up
ENSMUSG00000032285.15,Dnaja4,-1.67104,0.01945,0.0693933,Down
ENSMUSG00000070348.4,Ccnd1,1.66991,5e-05,0.000496523,Up
ENSMUSG00000050737.13,Ptges,1.66851,0.0015,0.00880231,Up
ENSMUSG00000008090.14,Fgfrl1,1.66839,5e-05,0.000496523,Up
ENSMUSG00000020009.12,Ifngr1,1.66833,5e-05,0.000496523,Up
ENSMUSG00000102914.1,Gm35106,1.6672,0.02905,0.0949706,Up
ENSMUSG00000020709.15,Adap2,1.66325,5e-05,0.000496523,Up
ENSMUSG00000000278.10,Scpep1,1.66254,5e-05,0.000496523,Up
ENSMUSG00000063415.12,Cyp26b1,1.66215,5e-05,0.000496523,Up
ENSMUSG00000060090.16,Rp2,1.66134,5e-05,0.000496523,Up
ENSMUSG00000003559.7,As3mt,1.65923,0.00015,0.00129406,Up
ENSMUSG00000038393.14,Txnip,1.65912,5e-05,0.000496523,Up
ENSMUSG00000021990.15,Spata13,1.6532,5e-05,0.000496523,Up
ENSMUSG00000036875.15,Dna2,1.65282,5e-05,0.000496523,Up
ENSMUSG00000028859.14,Csf3r,1.65078,0.00095,0.00604603,Up
ENSMUSG00000020467.15,Efemp1,1.64965,5e-05,0.000496523,Up
ENSMUSG00000055409.13,Nell1,-1.64921,5e-05,0.000496523,Down
ENSMUSG00000029249.15,Rest,1.64843,5e-05,0.000496523,Up
ENSMUSG00000055148.7,Klf2,1.64825,5e-05,0.000496523,Up
ENSMUSG00000011884.13,Gltp,1.6462,5e-05,0.000496523,Up
ENSMUSG00000004043.14,Stat5a,1.64606,0.04435,0.130281,Up
ENSMUSG00000032232.14,Cgnl1,1.6457,5e-05,0.000496523,Up
ENSMUSG00000036606.16,Plxnb2,1.64517,5e-05,0.000496523,Up
ENSMUSG00000031139.14,Mcf2,-1.64238,5e-05,0.000496523,Down
ENSMUSG00000034258.3,Mfsd7c,1.64178,5e-05,0.000496523,Up
ENSMUSG00000007877.2,Tcap,-1.63863,5e-05,0.000496523,Down
ENSMUSG00000020432.12,Tcn2,1.63774,5e-05,0.000496523,Up
ENSMUSG00000005204.12,Senp3,1.63766,5e-05,0.000496523,Up
ENSMUSG00000020101.14,4632428N05Rik,1.63731,5e-05,0.000496523,Up
ENSMUSG00000033318.6,Gstt2,1.63727,5e-05,0.000496523,Up
ENSMUSG00000031143.4,Ccdc22,-1.63677,0.01085,0.0437061,Down
ENSMUSG00000046593.3,Tmem215,-1.63645,5e-05,0.000496523,Down
ENSMUSG00000022105.6,Rb1,1.63272,0.0011,0.00683607,Up
ENSMUSG00000027276.7,Jag1,1.63237,5e-05,0.000496523,Up
ENSMUSG00000084843.1,B230312C02Rik,1.62915,0.00285,0.0148327,Up
ENSMUSG00000005124.9,Wisp1,1.62834,5e-05,0.000496523,Up
ENSMUSG00000047606.3,Ankrd34c,-1.62791,5e-05,0.000496523,Down
ENSMUSG00000042757.15,Tmem108,-1.62552,1e-04,0.00091011,Down
ENSMUSG00000029528.17,Pxn,1.62289,0.00055,0.00386244,Up
ENSMUSG00000020092.8,Pald1,1.62195,5e-05,0.000496523,Up
ENSMUSG00000005054.6,Cstb,1.62176,5e-05,0.000496523,Up
ENSMUSG00000022272.17,Myo10,1.6216,5e-05,0.000496523,Up
ENSMUSG00000022952.16,Runx1,1.61955,0.0199,0.070674,Up
ENSMUSG00000031167.16,Rbm3,1.61928,0.00065,0.00443922,Up
ENSMUSG00000032491.14,Nradd,1.61195,0.00015,0.00129406,Up
ENSMUSG00000027533.10,Fabp5,1.60868,5e-05,0.000496523,Up
ENSMUSG00000038732.14,Mboat1,1.60822,4e-04,0.00295434,Up
ENSMUSG00000028066.15,Pmf1,1.60479,5e-05,0.000496523,Up
ENSMUSG00000020256.14,Aldh1l2,1.60005,0.00015,0.00129406,Up
ENSMUSG00000026604.17,Ptpn14,1.60001,0.00085,0.00554016,Up
ENSMUSG00000050623.4,Tex40,-1.59889,5e-05,0.000496523,Down
ENSMUSG00000039158.11,Akna,1.59738,5e-05,0.000496523,Up
ENSMUSG00000025608.9,Podxl,1.59682,5e-05,0.000496523,Up
ENSMUSG00000004951.10,Hspb1,1.59629,0.00035,0.00263998,Up
ENSMUSG00000037966.15,Ninj1,1.59609,5e-05,0.000496523,Up
ENSMUSG00000058586.11,Serhl,1.59459,5e-05,0.000496523,Up
ENSMUSG00000020844.6,Nxn,1.59004,5e-05,0.000496523,Up
ENSMUSG00000039774.12,Galnt12,1.58981,0.00045,0.0032788,Up
ENSMUSG00000040966.9,Slc22a2,1.58337,0.0029,0.0150613,Up
ENSMUSG00000020097.14,Sgpl1,1.58217,5e-05,0.000496523,Up
ENSMUSG00000043279.9,Trim56,1.58215,5e-05,0.000496523,Up
ENSMUSG00000079427.10,Mthfsl,1.58212,0.02265,0.078053,Up
ENSMUSG00000027635.15,Dsn1,1.58168,9e-04,0.00578711,Up
ENSMUSG00000097563.1,Gm26638,-1.58107,0.02005,0.0711254,Down
ENSMUSG00000028164.15,Manba,1.57967,0.00415,0.0203455,Up
ENSMUSG00000036835.6,Psenen,1.57944,0.0325,0.103207,Up
ENSMUSG00000044350.14,Lacc1,1.57873,0.02025,0.0716507,Up
ENSMUSG00000064210.6,Ano6,1.57619,5e-05,0.000496523,Up
ENSMUSG00000089989.9,Flt3l,1.57374,0.001,0.00630289,Up
ENSMUSG00000014599.10,Csf1,1.57248,5e-05,0.000496523,Up
ENSMUSG00000079225.2,Gm9531,1.57125,0.00275,0.014421,Up
ENSMUSG00000022678.16,Nde1,1.5701,5e-05,0.000496523,Up
ENSMUSG00000042613.9,Pbxip1,1.5701,5e-05,0.000496523,Up
ENSMUSG00000006360.11,Crip1,1.56343,5e-05,0.000496523,Up
ENSMUSG00000022971.18,Ifnar2,1.56211,5e-05,0.000496523,Up
ENSMUSG00000028339.17,Col15a1,1.56167,0.00055,0.00386244,Up
ENSMUSG00000030847.8,Bag3,1.55914,5e-05,0.000496523,Up
ENSMUSG00000026879.14,Gsn,1.55838,5e-05,0.000496523,Up
ENSMUSG00000037470.14,Uggt1,1.55712,5e-05,0.000496523,Up
ENSMUSG00000022769.7,Sdf2l1,1.55707,5e-05,0.000496523,Up
ENSMUSG00000097868.1,A330069E16Rik,1.55302,0.00015,0.00129406,Up
ENSMUSG00000062310.7,Glrp1,1.55294,0.0036,0.0181064,Up
ENSMUSG00000025130.11,P4hb,1.55285,5e-05,0.000496523,Up
ENSMUSG00000032323.13,Cyp11a1,-1.55212,0.0045,0.0217185,Down
ENSMUSG00000031072.13,Oraov1,1.54988,5e-05,0.000496523,Up
ENSMUSG00000034738.8,Nostrin,1.5431,0.00025,0.00198959,Up
ENSMUSG00000024236.17,Svil,1.53539,0.00145,0.00856148,Up
ENSMUSG00000026796.16,Fam129b,1.5334,5e-05,0.000496523,Up
ENSMUSG00000047945.6,Marcksl1,1.53304,5e-05,0.000496523,Up
ENSMUSG00000023272.3,Creld2,1.53297,6e-04,0.00415717,Up
ENSMUSG00000042289.11,Hsd3b7,1.53208,0.00585,0.0267481,Up
ENSMUSG00000040690.15,Col16a1,1.53179,5e-05,0.000496523,Up
ENSMUSG00000056492.5,Adgrf5,1.53129,5e-05,0.000496523,Up
ENSMUSG00000079484.12,Phyhd1,1.52954,0.0035,0.0176822,Up
ENSMUSG00000060519.11,Tor3a,1.52823,0.00205,0.0113743,Up
ENSMUSG00000042745.9,Id1,1.52782,5e-05,0.000496523,Up
ENSMUSG00000017760.15,Ctsa,1.52707,5e-05,0.000496523,Up
ENSMUSG00000012483.4,Rpa3,1.52676,0.0014,0.00834559,Up
ENSMUSG00000022090.10,Pdlim2,1.52406,5e-05,0.000496523,Up
ENSMUSG00000024501.19,Dpysl3,1.52189,5e-05,0.000496523,Up
ENSMUSG00000023015.13,Racgap1,1.52,5e-05,0.000496523,Up
ENSMUSG00000036246.14,Gmip,1.51977,0.0084,0.0355669,Up
ENSMUSG00000022673.4,Mcm4,1.51911,5e-05,0.000496523,Up
